eval_havan-fm_trial-0,eval_havan-fm_trial-1,eval_havan-fm_trial-2,eval_havan-fm_trial-3,eval_havan-fm_trial-4,eval_havan-fm_trial-5,eval_havan-fm_trial-6,eval_havan-fm_trial-7,eval_havan-fm_trial-8,eval_havan-fm_trial-9,eval_havan-fm_trial-10,eval_havan-fm_trial-11,eval_havan-fm_trial-12,eval_havan-fm_trial-13,eval_havan-fm_trial-14,eval_havan-fm_trial-15,eval_havan-fm_trial-16,eval_havan-fm_trial-17,eval_havan-fm_trial-18,eval_havan-fm_trial-19,eval_mxl_trial-0,eval_mxl_trial-1,eval_mxl_trial-2,eval_mxl_trial-3,eval_mxl_trial-4,eval_mxl_trial-5,eval_mxl_trial-6,eval_mxl_trial-7,eval_mxl_trial-8,eval_mxl_trial-9,eval_mxl_trial-10,eval_mxl_trial-11,eval_mxl_trial-12,eval_mxl_trial-13,eval_mxl_trial-14,eval_mxl_trial-15,eval_mxl_trial-16,eval_mxl_trial-17,eval_mxl_trial-18,eval_mxl_trial-19,train_havan-fm_trial-0,train_havan-fm_trial-1,train_havan-fm_trial-2,train_havan-fm_trial-3,train_havan-fm_trial-4,train_havan-fm_trial-5,train_havan-fm_trial-6,train_havan-fm_trial-7,train_havan-fm_trial-8,train_havan-fm_trial-9,train_havan-fm_trial-10,train_havan-fm_trial-11,train_havan-fm_trial-12,train_havan-fm_trial-13,train_havan-fm_trial-14,train_havan-fm_trial-15,train_havan-fm_trial-16,train_havan-fm_trial-17,train_havan-fm_trial-18,train_havan-fm_trial-19,train_mxl_trial-0,train_mxl_trial-1,train_mxl_trial-2,train_mxl_trial-3,train_mxl_trial-4,train_mxl_trial-5,train_mxl_trial-6,train_mxl_trial-7,train_mxl_trial-8,train_mxl_trial-9,train_mxl_trial-10,train_mxl_trial-11,train_mxl_trial-12,train_mxl_trial-13,train_mxl_trial-14,train_mxl_trial-15,train_mxl_trial-16,train_mxl_trial-17,train_mxl_trial-18,train_mxl_trial-19
5391.341857910156,5118.5052490234375,5326.702575683594,5171.197509765625,5221.528015136719,5308.634704589844,5228.2042236328125,5299.77978515625,5146.426940917969,5469.2996826171875,5263.6973876953125,5094.3148193359375,5335.278564453125,5480.277587890625,5306.8681640625,5235.056396484375,5242.443908691406,5209.2818603515625,5257.579833984375,5159.6488037109375,5810.782386579465,5790.7962182804995,5797.926272999651,5794.826518483272,5761.111494440558,5799.37515698208,5805.836797980446,5844.335859109646,5777.104686301181,5824.8556483907105,5801.299855571435,5752.415198582577,5812.226439822358,5817.835965100611,5822.278144592183,5796.123243057312,5760.894680964888,5780.711523512671,5796.047903048071,5789.348350802691,21846.3642578125,21622.80743408203,21900.229553222656,21562.666625976562,22287.444458007812,22949.02716064453,21972.065490722656,21777.902587890625,21850.771362304688,23088.625732421875,22276.619567871094,21779.2939453125,22022.918701171875,21803.1533203125,22011.558227539062,21759.460693359375,21924.363403320312,21993.66485595703,21807.530639648438,23058.002685546875,23128.793376307054,23224.76351701549,23152.138639610326,23121.393001826425,23135.32628951356,23149.367566118002,23146.053703202484,23153.523555036147,23155.926964634225,23156.34780659026,23186.824673684783,23102.548350608045,23206.376070010636,23040.833794369224,23110.417921742133,23066.333805255847,23142.21873724598,23142.15595673241,23153.725659670294,23133.5016071454
5363.72802734375,4997.18701171875,5161.852355957031,5083.458435058594,5127.149841308594,5354.287658691406,5117.5855712890625,5202.674072265625,5008.451171875,5153.711364746094,5198.7010498046875,5043.6497802734375,5282.314147949219,5273.2587890625,5250.033447265625,5083.420166015625,5190.326599121094,5060.176940917969,5098.81591796875,5112.566162109375,5146.81834176946,5085.316717816104,5098.07758440062,5101.4614666189955,5010.908109020394,5094.477983789029,5108.336836590797,5206.839597125194,5041.271147531526,5151.742434012536,5117.681262015265,5001.042157962427,5153.380692382165,5134.366329232069,5151.996075422655,5070.857553926499,5004.128310674378,5047.407116433896,5107.058256647781,5081.960849736493,21106.4814453125,20909.87872314453,21075.500732421875,20370.831787109375,20960.953735351562,21340.59063720703,20964.568481445312,20904.5078125,20667.6240234375,21506.884765625,21068.976806640625,20837.594116210938,21249.286560058594,21080.141052246094,20805.71240234375,20794.243286132812,21171.063720703125,21109.18817138672,20699.417236328125,21245.605224609375,20249.447579125313,20507.130806915528,20314.92399772226,20204.304414646067,20248.014832128792,20254.946603817625,20306.935573427552,20365.246468898833,20289.870356238695,20373.9257130212,20467.982584858186,20197.80451828872,20480.371267123286,19960.49671833785,20153.530716195502,20134.807598878237,20237.330704822532,20290.57393526026,20337.793527799455,20263.20950991544
5288.151611328125,4923.461120605469,5032.5592041015625,5063.354736328125,5022.46435546875,5153.3751220703125,5050.6239013671875,5172.4110107421875,4980.2164306640625,5110.85302734375,5082.9378662109375,4987.606201171875,5211.7125244140625,5231.97802734375,5180.391784667969,5009.4190673828125,5143.941223144531,5008.465576171875,5044.2587890625,5113.062927246094,4952.198360219183,4839.411856262017,4850.575662481555,4892.47945515185,4789.500637323719,4868.063035629191,4862.215796269327,4979.254061294505,4803.427485424051,4911.568816260638,4874.4452802132255,4756.987248987555,4945.885488270935,4925.143534703861,4948.015565059237,4851.956119231555,4769.883960237591,4821.574073077479,4902.796291940371,4850.300458343584,20939.81591796875,20548.328247070312,20610.990661621094,20206.166381835938,20610.71026611328,21076.973205566406,20732.73876953125,20573.881469726562,20343.16717529297,20810.661499023438,20767.563598632812,20541.280517578125,21058.304748535156,20601.751525878906,20581.455322265625,20302.033325195312,20912.749145507812,20475.720703125,20415.685607910156,20656.186645507812,19389.783435283178,19596.46812517439,19348.548318065306,19310.1273178987,19343.87571195748,19389.167179122982,19345.173652303303,19518.45400011919,19373.947806133452,19478.694853495945,19588.418064998885,19283.15026867913,19593.55492678762,19038.541727887125,19285.63525007524,19270.32985969373,19285.451966342385,19399.13314188539,19454.42117799019,19313.275605920735
5225.4154052734375,4888.813232421875,4989.1549072265625,5035.349548339844,4986.979553222656,5090.683532714844,5041.591064453125,5152.803283691406,4956.556396484375,5017.68603515625,5029.9698486328125,4952.6236572265625,5169.7275390625,5154.1531982421875,5150.8583984375,5001.0760498046875,5113.9765625,5018.471923828125,5021.2669677734375,5099.59716796875,4859.0005299434,4728.784538981758,4762.637950647602,4807.191057510949,4695.3058964705315,4756.804997739493,4785.140217164921,4851.770302007613,4710.637865916895,4813.158435279152,4748.836331485339,4650.918858568373,4849.192674842253,4844.743807965688,4829.098812024511,4764.522814493848,4679.98327000692,4722.85218613341,4821.3004229443195,4752.651101333991,20754.382080078125,20299.787231445312,20205.27978515625,20124.488891601562,20372.911987304688,20666.65380859375,20520.905029296875,20496.161682128906,20227.346557617188,20481.193298339844,20556.289916992188,20371.99365234375,20749.725952148438,20306.36505126953,20396.00048828125,20045.55322265625,20771.674377441406,20225.968872070312,20202.599731445312,20489.649841308594,18991.530441042873,19221.02283840564,18991.144470832733,18920.023611311466,18970.878485334368,19005.25415561899,18982.147760748754,19109.8789105102,19024.7108017942,19111.95630430423,19187.87950164567,18910.28372960775,19195.245939588553,18645.05059722506,18889.91786690466,18896.703477980784,18915.03028508636,18993.98235118192,19072.588330464056,18917.629758561423
5188.110290527344,4885.411682128906,4976.654235839844,5010.212219238281,4978.798522949219,5104.0428466796875,5038.024230957031,5143.927490234375,4947.0380859375,4996.49560546875,5017.7506103515625,4945.8155517578125,5154.455322265625,5103.052734375,5133.586975097656,4985.545959472656,5057.550537109375,5031.608581542969,5000.8236083984375,5085.212890625,4857.385859744925,4724.870898052113,4755.154724935737,4804.515017030602,4692.225474175166,4753.400398771459,4776.67866648915,4848.485708754095,4703.973854869157,4805.652181725569,4744.781721774134,4643.897801285654,4846.738032297493,4840.075233991802,4828.908988339021,4757.855536122878,4676.081711883365,4719.055042217462,4817.169585750917,4747.545889981201,20581.27227783203,20075.53985595703,20078.22442626953,20036.6669921875,20296.50311279297,20403.096130371094,20394.596435546875,20440.893310546875,20149.596252441406,20139.36260986328,20445.24188232422,20312.027221679688,20601.47998046875,20033.565185546875,20352.907470703125,19944.599853515625,20593.627685546875,20134.02587890625,20156.0595703125,20408.259765625,18978.88850313449,19207.232938719877,18972.588003663208,18905.073130996858,18953.36625610067,18994.196470286854,18959.20020077258,19098.81341014801,19006.488033082387,19091.07533562606,19173.704378645438,18885.446776913006,19176.651540572253,18627.02711696805,18877.715884534256,18877.394803588646,18894.123820414912,18976.90621227667,19055.850105971855,18898.93836678814
5138.0164794921875,4877.5567626953125,4980.0849609375,5000.051696777344,4958.5672607421875,5070.959228515625,5034.1541748046875,5120.7562255859375,4938.027099609375,5006.535583496094,5017.236572265625,4946.645935058594,5125.246398925781,5091.026672363281,5118.69775390625,4968.424072265625,5027.3358154296875,5010.486511230469,4996.632263183594,5088.190734863281,4858.244056073999,4722.247827433913,4752.870750689128,4801.051240466757,4690.934012775249,4750.379035894124,4769.2507378889495,4847.926366631479,4701.7178076173395,4800.525968309816,4743.3189416632795,4639.025022270085,4846.174028831323,4839.889941084359,4831.555383760402,4756.7444283369605,4673.936039395594,4719.898290390704,4816.264597377864,4747.946536794276,20375.439575195312,20021.70233154297,20077.108032226562,19915.304809570312,20225.05078125,20342.35235595703,20299.460998535156,20395.925354003906,20086.416870117188,20097.7646484375,20409.744384765625,20196.812622070312,20422.916625976562,19964.22674560547,20299.29931640625,19929.21209716797,20479.103881835938,20057.158752441406,20131.3447265625,20355.68798828125,18972.95887785506,19201.62868778476,18963.488438205586,18898.086645408493,18945.517321504914,18988.535036584624,18950.921057344123,19093.447686705636,18997.74482733052,19083.910050721002,19168.1137501261,18875.36631608063,19170.176403423167,18618.115456615094,18870.586765146094,18868.545730891266,18884.372098650638,18969.24564880757,19049.151378652256,18890.14276507257
5119.989990234375,4864.24609375,4979.683654785156,4989.0596923828125,4953.415100097656,5056.349853515625,5028.9056396484375,5108.388000488281,4932.1324462890625,5017.728515625,4989.865783691406,4929.748046875,5098.8316650390625,5086.6817626953125,5107.379943847656,4961.3331298828125,5022.614196777344,5006.3380126953125,4982.94970703125,5076.636474609375,4858.8496534533915,4721.893594521838,4752.495149100358,4802.224891053498,4690.4825034679425,4750.33957381328,4769.661672626264,4847.293537048072,4701.163228139143,4800.900820590536,4743.108969055301,4637.868773867868,4847.001618962906,4839.53578579002,4832.095936323113,4755.895613655355,4673.687459337466,4716.7369933643295,4815.641146165006,4747.345754465867,20187.085083007812,20018.929748535156,20072.261962890625,19949.835021972656,20218.97528076172,20350.702270507812,20298.154724121094,20372.45733642578,20101.903564453125,20023.438110351562,20281.492065429688,20175.262329101562,20386.27099609375,19942.078552246094,20250.097290039062,19863.861083984375,20433.890686035156,20024.149047851562,20070.792358398438,20331.222778320312,18972.752500049406,19200.887806594073,18962.7802683068,18897.06150866539,18944.448581267563,18987.955752080416,18949.97703100618,19093.14690069273,18997.091549138284,19082.621658797278,19167.175934643736,18874.263233532583,19168.921193517283,18616.501361752402,18870.45130086232,18867.45736899,18883.59086684181,18968.887290936276,19047.758076511665,18889.257068602776
5093.53662109375,4868.6212158203125,4965.1141357421875,4977.733154296875,4945.90478515625,5056.274169921875,5032.457946777344,5110.750427246094,4935.0633544921875,5012.673034667969,4990.4122314453125,4925.77880859375,5081.066711425781,5066.335205078125,5092.61865234375,4945.20263671875,5010.7811279296875,4996.806701660156,4974.1893310546875,5109.904357910156,4858.447289422826,4721.737478115005,4752.659706556721,4802.037659455689,4690.214952377086,4750.229169188338,4769.779083815701,4847.509977151682,4701.02542112692,4800.923617881948,4742.941581339799,4636.841778582353,4846.559687478344,4839.7246205478,4832.112102738598,4755.924851395535,4673.44879630339,4717.887928009281,4815.72145882843,4747.457567650818,20161.451904296875,19955.10870361328,20018.189331054688,19819.040954589844,20189.502685546875,20310.860717773438,20261.646423339844,20317.58087158203,20068.885620117188,20057.94189453125,20324.457153320312,20151.687255859375,20268.616821289062,19856.650451660156,20177.073852539062,19784.883728027344,20378.537109375,19994.05987548828,20077.39990234375,20320.774658203125,18972.10985638181,19200.762329518104,18962.50102801191,18896.8627157043,18944.199415818628,18987.860241580303,18949.72506938411,19092.944263557576,18996.88352613519,19082.358161747914,19166.883718446705,18873.61487956834,19168.529050256162,18616.10390906666,18870.3397637601,18867.117427399702,18883.213197708774,18968.075005605053,19047.4988281704,18889.028100708543
5084.2335205078125,4858.1878662109375,4956.7247314453125,4966.255310058594,4936.626220703125,5066.535217285156,5023.433349609375,5116.8936767578125,4926.924011230469,5014.2203369140625,4977.9671630859375,4912.008361816406,5059.497314453125,5059.2178955078125,5096.556640625,4935.388610839844,5000.126159667969,4977.9390869140625,4974.879577636719,5075.540710449219,4858.499669587643,4721.501497461448,4752.782271476153,4801.929374502943,4689.822604154051,4750.167410956778,4769.9442234907265,4847.717440530299,4700.881832413326,4801.016463521437,4742.907338316681,4636.937945286364,4846.49015534355,4840.049697533262,4832.099076842347,4755.984093677853,4673.457291521252,4718.010312849528,4815.809931054428,4747.701728179042,20056.441284179688,19944.69647216797,20024.930541992188,19853.31817626953,20130.386962890625,20327.560119628906,20253.49560546875,20282.242431640625,20034.765075683594,20005.6240234375,20254.666259765625,20104.09765625,20223.05126953125,19771.49951171875,20164.260803222656,19824.827758789062,20324.310302734375,19954.509643554688,20027.626098632812,20311.76123046875,18972.050172188156,19200.67381982538,18962.4230443107,18896.737578815544,18944.027944275018,18987.79769830343,18949.54584690005,19092.89153590757,18996.824671398346,19082.16127747437,19166.795675954374,18873.58543286802,19168.38576473524,18615.980013633827,18870.319249729913,18866.99760315765,18883.15118037242,18967.964028563863,19047.347478472533,18888.870336789543
5072.831115722656,4867.688232421875,4941.716003417969,4955.311706542969,4925.355712890625,5095.265075683594,5022.70751953125,5117.571350097656,4927.567321777344,5004.222412109375,4974.577209472656,4893.1019287109375,5047.483093261719,5043.12841796875,5062.308837890625,4938.584411621094,4978.1119384765625,4963.6038818359375,4979.222229003906,5070.869812011719,4858.637997391594,4721.424493020853,4752.856581782102,4801.911382140872,4689.7601601242895,4750.230917564506,4769.916625474954,4847.837010884438,4700.916513448156,4801.072530023284,4742.970103333588,4636.955825751966,4846.532820826485,4840.495475065851,4832.105029827533,4756.019618335263,4673.424341262329,4717.907699320789,4815.787787647465,4747.750572833953,19991.90380859375,19883.84344482422,19978.194213867188,19841.793212890625,20122.451782226562,20306.01611328125,20250.672607421875,20230.992797851562,19993.584594726562,19965.144775390625,20213.136474609375,20023.798217773438,20139.46563720703,19806.962890625,20161.807250976562,19745.530029296875,20239.444091796875,19959.618286132812,20046.69970703125,20333.063110351562,18971.989559399903,19200.64730100837,18962.416497867787,18896.707467547592,18944.016570937067,18987.78555474504,18949.538010907116,19092.87919026555,18996.819067118173,19082.152756455056,19166.74083895787,18873.583247128154,19168.311450052133,18615.889483635256,18870.310350960623,18866.99138501073,18883.14580266805,18967.87004610905,19047.30693378024,18888.860039866922
