eval_havan-fm_trial-0,eval_havan-fm_trial-1,eval_havan-fm_trial-2,eval_havan-fm_trial-3,eval_havan-fm_trial-4,eval_havan-fm_trial-5,eval_havan-fm_trial-6,eval_havan-fm_trial-7,eval_havan-fm_trial-8,eval_havan-fm_trial-9,eval_havan-fm_trial-10,eval_havan-fm_trial-11,eval_havan-fm_trial-12,eval_havan-fm_trial-13,eval_havan-fm_trial-14,eval_havan-fm_trial-15,eval_havan-fm_trial-16,eval_havan-fm_trial-17,eval_havan-fm_trial-18,eval_havan-fm_trial-19,eval_mxl_trial-0,eval_mxl_trial-1,eval_mxl_trial-2,eval_mxl_trial-3,eval_mxl_trial-4,eval_mxl_trial-5,eval_mxl_trial-6,eval_mxl_trial-7,eval_mxl_trial-8,eval_mxl_trial-9,eval_mxl_trial-10,eval_mxl_trial-11,eval_mxl_trial-12,eval_mxl_trial-13,eval_mxl_trial-14,eval_mxl_trial-15,eval_mxl_trial-16,eval_mxl_trial-17,eval_mxl_trial-18,eval_mxl_trial-19,train_havan-fm_trial-0,train_havan-fm_trial-1,train_havan-fm_trial-2,train_havan-fm_trial-3,train_havan-fm_trial-4,train_havan-fm_trial-5,train_havan-fm_trial-6,train_havan-fm_trial-7,train_havan-fm_trial-8,train_havan-fm_trial-9,train_havan-fm_trial-10,train_havan-fm_trial-11,train_havan-fm_trial-12,train_havan-fm_trial-13,train_havan-fm_trial-14,train_havan-fm_trial-15,train_havan-fm_trial-16,train_havan-fm_trial-17,train_havan-fm_trial-18,train_havan-fm_trial-19,train_mxl_trial-0,train_mxl_trial-1,train_mxl_trial-2,train_mxl_trial-3,train_mxl_trial-4,train_mxl_trial-5,train_mxl_trial-6,train_mxl_trial-7,train_mxl_trial-8,train_mxl_trial-9,train_mxl_trial-10,train_mxl_trial-11,train_mxl_trial-12,train_mxl_trial-13,train_mxl_trial-14,train_mxl_trial-15,train_mxl_trial-16,train_mxl_trial-17,train_mxl_trial-18,train_mxl_trial-19
1736.243896484375,1747.9598388671875,1823.6016845703125,1754.15576171875,1804.8748779296875,1836.928466796875,1740.711181640625,1799.677490234375,1769.71044921875,1744.28271484375,1794.5506591796875,1713.4517822265625,1774.868896484375,1760.009521484375,1662.407958984375,1761.4124755859375,1799.45458984375,1765.862548828125,1753.212158203125,1931.814208984375,1938.2510280551883,1939.0262508010794,1949.691454291251,1933.9454670025102,1934.0216190997405,1937.89365975146,1924.2552259735728,1936.6844057275487,1927.3014034466562,1905.3459252357745,1934.079869993935,1921.434170716349,1920.3277684701268,1920.5821706937945,1892.6349292556238,1926.413421323622,1929.899186815683,1931.9945430945431,1928.4431798285837,1903.545180301909,7692.551818847656,7531.204833984375,7810.136474609375,7662.7032470703125,8068.701446533203,7930.477966308594,7894.996307373047,7764.609527587891,7815.112976074219,8783.323150634766,7613.3502197265625,7755.3040771484375,7714.791748046875,7503.13671875,7939.6419677734375,7775.9432373046875,7749.885925292969,7643.58479309082,8021.407867431641,8065.030120849609,7720.7897503393815,7740.18753970577,7739.027560530776,7756.073690118366,7730.8093131008445,7705.159690526643,7749.448794341,7745.766631769506,7724.308722565357,7742.682302921583,7720.284372535569,7726.582747087791,7736.504005702249,7684.724407855605,7729.454143278418,7724.103832404373,7691.16525653628,7665.893415317356,7727.668125255774,7726.48375255642
1734.6009521484375,1752.28955078125,1839.173095703125,1755.4501953125,1746.245361328125,1801.0008544921875,1740.1412353515625,1783.234130859375,1764.60986328125,1754.7198486328125,1788.73779296875,1716.6553955078125,1737.3707275390625,1771.468017578125,1659.7879638671875,1787.315185546875,1797.421875,1784.344970703125,1731.18603515625,1781.7056884765625,1719.4142665651634,1706.1993990234212,1744.2105106438858,1707.9367110429612,1702.2432347457943,1704.8778839466563,1684.5364344969062,1707.6370149340053,1693.6730363477857,1640.1992116646043,1705.9411571446935,1671.9789424373175,1673.3917302473067,1659.218343064108,1627.168953144401,1693.7236906931535,1701.4562177901619,1702.0248520564182,1681.5439082359953,1637.9481461355954,6982.398681640625,7068.615661621094,7126.181457519531,7181.2154541015625,7209.1910400390625,7493.415100097656,7086.7044677734375,7193.884979248047,7264.508972167969,7437.53369140625,7111.802764892578,7104.618194580078,7224.052307128906,7163.547912597656,7146.495910644531,7191.904052734375,7139.431701660156,6966.849945068359,7129.454772949219,8119.348815917969,6819.946257881105,6775.8455184556715,6818.483325672778,6891.9232072564555,6813.614310546067,6713.183506587411,6829.762751519748,6853.000838870825,6793.289540829611,6808.665743406387,6809.705714413281,6820.09211794425,6834.1389147109685,6672.578243065718,6819.976378678066,6815.9411652494255,6707.953494349703,6663.153263745622,6795.573593503856,6767.496129325313
1739.427001953125,1725.8006591796875,1838.07470703125,1697.335205078125,1726.761962890625,1779.8851318359375,1729.020263671875,1773.00244140625,1735.74560546875,1700.302001953125,1781.544677734375,1710.405517578125,1716.6700439453125,1762.5224609375,1680.635498046875,1780.535400390625,1811.400390625,1767.3349609375,1672.825927734375,1659.081298828125,1642.5367680583772,1607.1109146108472,1683.5881931600477,1621.934975376152,1615.6302108929594,1631.2877906271451,1619.4976701966339,1632.7581731369783,1606.5752106789957,1558.637023303715,1624.133399688421,1590.464100115939,1592.014887129623,1579.7234902278701,1554.470491186236,1616.200107482619,1640.7765985411256,1630.1613647948675,1601.7665512168373,1563.9725446753923,7011.863098144531,7032.544250488281,7132.7432861328125,7087.068206787109,7113.2744140625,7152.901794433594,7074.984191894531,7088.200897216797,7161.869171142578,7374.377136230469,7085.78271484375,7047.431335449219,7131.324035644531,7182.1383056640625,7044.798156738281,7232.459136962891,7061.9959716796875,6977.880767822266,6981.807189941406,7479.178527832031,6546.300346330258,6450.28254188727,6523.084152501674,6552.675642869759,6491.603352506068,6429.8492463924995,6513.695253342017,6571.769306707999,6470.714474316028,6493.873547072331,6488.707685719928,6516.266163993932,6520.240232578282,6382.4364061574,6518.805719076173,6533.286380366038,6434.11686001427,6357.400933720597,6505.6237919183895,6436.38374905009
1731.7978515625,1702.076904296875,1824.7552490234375,1665.0653076171875,1735.060546875,1780.4613037109375,1716.205810546875,1760.42822265625,1686.055419921875,1647.720458984375,1772.160888671875,1702.8585205078125,1707.8836669921875,1733.8338623046875,1660.8319091796875,1762.2576904296875,1796.572998046875,1754.634033203125,1646.6781005859375,1647.809326171875,1601.755421718778,1544.751764787665,1657.5601595727962,1578.180621982601,1577.7979646341917,1597.3908936872863,1605.1961252089097,1591.742907641305,1568.918463795802,1526.0395413623255,1603.8279351715946,1554.7802360220126,1561.3523570545558,1546.7594207704478,1524.5330204829365,1581.9211203986779,1595.2804788533854,1603.8935215090678,1563.9276288022538,1534.2999172995392,6994.608551025391,6927.08203125,7120.589691162109,7004.060485839844,7041.4896240234375,7141.433258056641,7020.497283935547,7083.981750488281,7017.896575927734,7035.6629638671875,7055.162017822266,7015.02392578125,7090.389221191406,7140.514831542969,7030.469390869141,7140.13232421875,7071.720703125,6928.7052001953125,6850.3868408203125,7247.154815673828,6399.327104807772,6329.391027870379,6406.479070707394,6436.303993605999,6372.212426139432,6304.635458052782,6393.648998340342,6442.647711200487,6347.696562549298,6373.911868977448,6370.729438671375,6380.668906464067,6392.4590091211285,6239.031508658958,6388.926100674212,6409.127518355588,6297.345472652117,6229.874271327051,6362.3261938545875,6305.655120105982
1726.033935546875,1683.155029296875,1810.552734375,1635.724609375,1727.7021484375,1775.764892578125,1703.9290771484375,1752.5028076171875,1664.109130859375,1635.581298828125,1761.302001953125,1685.490478515625,1714.29150390625,1703.208251953125,1636.423583984375,1747.80078125,1787.3179931640625,1728.326904296875,1652.044921875,1649.828125,1598.1457387877676,1544.8552902516049,1657.0372389937443,1578.975963496941,1574.445717632851,1596.461163109295,1603.9995219998796,1591.3759196113158,1567.448317889001,1524.7203231885392,1597.0853816217846,1552.993450785093,1559.630477591587,1544.0851629312374,1523.774638274794,1579.64327825492,1596.0363741815254,1601.0724051544014,1562.61733048717,1534.1766969995756,6952.673187255859,6930.9794921875,7070.222717285156,6940.643371582031,6979.011932373047,7099.844696044922,6983.417785644531,7053.938812255859,6871.21809387207,7032.485992431641,7028.945739746094,7025.763885498047,7048.231384277344,7010.9041748046875,6996.49658203125,7048.666748046875,7033.688812255859,6862.277191162109,6763.807189941406,7129.787384033203,6393.048867097088,6321.396036175773,6401.658280755139,6429.908922598283,6362.541301092599,6299.749039905098,6389.288465195952,6438.646756616717,6339.809530460263,6368.640802567868,6362.988921697864,6375.3487481517595,6386.782768119757,6234.203360710182,6384.684675941957,6402.597658811403,6293.091366413168,6222.285468746286,6360.110333583827,6298.699224503348
1719.0596923828125,1680.3876953125,1794.127197265625,1659.1146240234375,1701.596435546875,1772.43017578125,1697.551025390625,1740.123291015625,1660.85888671875,1628.367919921875,1746.6402587890625,1678.4033203125,1691.551025390625,1692.0577392578125,1626.301513671875,1723.513671875,1785.7701416015625,1711.1634521484375,1640.869140625,1639.4337158203125,1597.1637112498602,1545.0124979938216,1658.4206748848326,1579.1888730991113,1573.9967054847,1596.0128200736867,1603.7511174332844,1591.9575538148326,1566.1089259370938,1525.2728542529644,1596.744694253851,1552.1373370889446,1559.522152046052,1541.439173593159,1522.3900674306717,1578.9665484883876,1597.9902416030159,1600.294788280834,1561.399016031105,1534.7521692965938,6929.563232421875,6902.777191162109,7026.025848388672,6880.954818725586,6941.5765380859375,7061.569274902344,6959.184326171875,7053.67626953125,6856.0887451171875,6904.478668212891,7008.4813232421875,6950.7183837890625,7025.034973144531,6991.8291015625,6950.793487548828,6951.359527587891,7036.93359375,6784.198379516602,6778.271087646484,7024.1170654296875,6391.798081063532,6317.608438685712,6399.441323360016,6427.387807654433,6359.18684024752,6297.14505207122,6386.894287284277,6436.680589729804,6337.022136946516,6366.333382798009,6360.098928660206,6373.010124877247,6384.629651942778,6231.570036302428,6382.903069785118,6400.623723076702,6291.129740281802,6218.941685358057,6358.769756137481,6295.445856763676
1718.0601806640625,1678.715576171875,1775.9677734375,1643.7669677734375,1690.144775390625,1775.724853515625,1692.586669921875,1730.7615966796875,1657.359619140625,1618.1976318359375,1738.7974853515625,1677.15869140625,1686.759033203125,1680.279296875,1619.885986328125,1700.44873046875,1787.7142333984375,1700.4189453125,1639.650634765625,1621.02783203125,1596.7780607031943,1545.0852964185897,1657.988890115318,1579.1184881741246,1573.9479085025926,1596.255814949418,1603.8369611270712,1591.3614709307858,1565.8909140006522,1524.2996131771984,1596.356142809314,1551.4201695737725,1559.086300718639,1541.2541341806004,1522.992826190029,1578.89526838977,1598.1020752156874,1600.0965723112,1561.3705739863365,1534.6441756255658,6931.422180175781,6828.5775146484375,6965.475646972656,6842.909072875977,6881.895294189453,7084.2467041015625,6914.7440185546875,7056.477874755859,6857.580871582031,6849.597106933594,6991.8529052734375,6906.034606933594,7007.076995849609,6902.769287109375,6908.614929199219,6911.006500244141,7011.7646484375,6745.505218505859,6722.7572021484375,6913.009002685547,6390.909394078237,6317.345374218417,6399.116832049682,6427.260269329543,6358.762554078747,6296.748510091911,6386.749884318512,6436.570618749307,6336.78732028911,6365.9602709229075,6359.253959183563,6372.670249552272,6384.436753487412,6231.42515796874,6382.782686606145,6400.220970081114,6291.033479413025,6217.679171627781,6358.580605455658,6295.182807485414
1714.717529296875,1668.1031494140625,1766.2574462890625,1648.49755859375,1679.5267333984375,1770.98193359375,1690.0157470703125,1730.0615234375,1657.4593505859375,1610.395263671875,1732.6644287109375,1674.4822998046875,1695.881591796875,1663.2664794921875,1611.689697265625,1687.601318359375,1784.2279052734375,1695.64306640625,1638.029541015625,1617.9771728515625,1596.8641007219342,1544.8955554920262,1658.0810244831691,1578.949162129684,1573.863567527746,1596.2047408757999,1603.8576242178021,1591.4794864734235,1565.7407206914909,1524.345962272136,1596.2335413025846,1551.566201374194,1558.925241633176,1541.247447596184,1522.6140223399877,1578.9095589084786,1597.9382017828693,1600.1472100320598,1561.3857676014584,1534.3814432941226,6854.682434082031,6763.310241699219,6923.718566894531,6815.203109741211,6881.8319091796875,7050.139953613281,6941.576232910156,7045.281066894531,6790.640899658203,6780.988037109375,6973.970550537109,6865.6026611328125,6958.988098144531,6858.930603027344,6881.6170654296875,6903.553405761719,6989.028015136719,6697.313568115234,6722.831359863281,6919.2913818359375,6390.820762630778,6317.211381510799,6398.925883630621,6427.219633764751,6358.587262711011,6296.67744926108,6386.701600893363,6436.488646235064,6336.652853314924,6365.889474454736,6359.016566274235,6372.502298734588,6384.373311905798,6231.367890611915,6382.632988232424,6400.149069822715,6290.909874491234,6217.32701124364,6358.566892234306,6295.051042551584
1707.91650390625,1656.62255859375,1757.83154296875,1640.35498046875,1677.235595703125,1767.86181640625,1689.678955078125,1720.22509765625,1660.927490234375,1599.2303466796875,1726.5614013671875,1667.40625,1681.5555419921875,1649.7333984375,1603.27490234375,1685.361083984375,1777.49267578125,1693.355712890625,1639.8785400390625,1629.44091796875,1596.9679301282972,1544.8905783824703,1658.1892412972409,1578.8966462240119,1573.799037240136,1596.238180207043,1603.8003171812654,1591.5256572771682,1565.807228070964,1524.291937696216,1596.2791364232407,1551.5523640930392,1558.873750988351,1541.2625932546912,1522.4605111964306,1578.9417797503722,1597.9005140870113,1600.2919080307058,1561.37289280013,1534.2650042701289,6832.509765625,6744.298522949219,6891.762145996094,6799.168609619141,6829.5687255859375,7038.500915527344,6880.7447509765625,6981.279205322266,6808.036102294922,6779.602752685547,6918.066162109375,6860.126953125,6974.9013671875,6841.0721435546875,6858.921356201172,6850.6524658203125,7002.297515869141,6659.9434814453125,6728.7406005859375,6850.474792480469,6390.716420414842,6317.194048993985,6398.893415355104,6427.207951906577,6358.543744965349,6296.642735210325,6386.695210658587,6436.462702481118,6336.6400793615285,6365.850652381694,6358.890723889106,6372.461951637057,6384.338419170606,6231.328880534631,6382.608399362016,6400.091884993733,6290.897847865254,6217.187391517813,6358.547830742991,6295.0397222003685
1698.838134765625,1650.254150390625,1750.796142578125,1644.816162109375,1670.620849609375,1765.32861328125,1687.2293701171875,1712.43212890625,1657.52294921875,1594.098876953125,1717.9671630859375,1661.082763671875,1677.59375,1655.906005859375,1598.498779296875,1682.35595703125,1769.533935546875,1693.5517578125,1641.457275390625,1617.9725341796875,1597.016728805988,1544.9342491900552,1658.2963122332008,1578.8819299987395,1573.7975846815566,1596.293458306226,1603.780923757171,1591.5142561466164,1565.8185339482336,1524.2039034938118,1596.296547215812,1551.4924955485035,1558.8698727203382,1541.2747817148274,1522.2638930900366,1578.9591065522193,1597.8643682405423,1600.30590454068,1561.3578309659329,1534.2406620506665,6835.458160400391,6705.060958862305,6875.076019287109,6782.356536865234,6850.081268310547,7029.694091796875,6881.344421386719,6992.788238525391,6798.5677490234375,6740.1234130859375,6923.498840332031,6818.9298095703125,6927.926513671875,6798.342437744141,6835.947082519531,6797.703918457031,6933.532531738281,6652.0771484375,6719.581481933594,6834.058166503906,6390.712977984578,6317.191607509518,6398.872241076104,6427.207020820496,6358.541425887925,6296.630260840254,6386.694501914053,6436.4575771236,6336.639130702255,6365.835823071102,6358.886913898223,6372.437647179751,6384.336209601567,6231.325878052434,6382.590217077934,6400.0893308671075,6290.887245759445,6217.18596980093,6358.547099131512,6295.039001929737
